Actor,Title,Score,Actor_Likes,Gross,Movie_Likes,idOld,id
Christian Bale,The Flowers of War ,7.6,23000,9213,13000,ChristianBale TheFlowersofWar ,root ChristianBale TheFlowersofWar 
Christian Bale,The Fighter ,7.9,23000,93571803,36000,ChristianBale TheFighter ,root ChristianBale TheFighter 
Christian Bale,The Dark Knight ,9,23000,533316061,37000,ChristianBale TheDarkKnight ,root ChristianBale TheDarkKnight 
Christian Bale,Terminator Salvation ,6.6,23000,125320003,0,ChristianBale TerminatorSalvation ,root ChristianBale TerminatorSalvation 
Christian Bale,Shaft ,5.9,23000,70327868,0,ChristianBale Shaft ,root ChristianBale Shaft 
Christian Bale,Rescue Dawn ,7.3,23000,5484375,0,ChristianBale RescueDawn ,root ChristianBale RescueDawn 
Christian Bale,Reign of Fire ,6.2,23000,43060566,0,ChristianBale ReignofFire ,root ChristianBale ReignofFire 
Christian Bale,Pocahontas ,6.6,23000,141600000,0,ChristianBale Pocahontas ,root ChristianBale Pocahontas 
Christian Bale,Out of the Furnace ,6.8,23000,11326836,17000,ChristianBale OutoftheFurnace ,root ChristianBale OutoftheFurnace 
Christian Bale,Little Women ,7.3,23000,50003300,0,ChristianBale LittleWomen ,root ChristianBale LittleWomen 
Christian Bale,I'm Not There. ,7,23000,4001121,0,ChristianBale I'mNotThere. ,root ChristianBale I'mNotThere. 
Christian Bale,Howl's Moving Castle ,8.2,23000,4710455,13000,ChristianBale Howl'sMovingCastle ,root ChristianBale Howl'sMovingCastle 
Christian Bale,Exodus: Gods and Kings ,6.1,46000,130014090,102000,ChristianBale Exodus:GodsandKings ,root ChristianBale Exodus:GodsandKings 
Christian Bale,Equilibrium ,7.5,23000,1190018,20000,ChristianBale Equilibrium ,root ChristianBale Equilibrium 
Christian Bale,Captain Corelli's Mandolin ,5.9,23000,25528495,0,ChristianBale CaptainCorelli'sMandolin ,root ChristianBale CaptainCorelli'sMandolin 
Christian Bale,Batman Begins ,8.3,23000,205343774,15000,ChristianBale BatmanBegins ,root ChristianBale BatmanBegins 
Christian Bale,American Psycho ,7.6,23000,15047419,18000,ChristianBale AmericanPsycho ,root ChristianBale AmericanPsycho 
Christian Bale,3:10 to Yuma ,7.8,23000,53574088,0,ChristianBale 3:10toYuma ,root ChristianBale 3:10toYuma 
Chriss Anglin,An American Carol ,4.3,885,7001720,797,ChrissAnglin AnAmericanCarol ,root ChrissAnglin AnAmericanCarol 
Chris Zylka,Shark Night 3D ,4,963,18860403,0,ChrisZylka SharkNight3D ,root ChrisZylka SharkNight3D 
Chris Noth,The Glass House ,5.8,962,17951431,804,ChrisNoth TheGlassHouse ,root ChrisNoth TheGlassHouse 
Chris Noth,Sex and the City 2 ,4.3,962,95328937,0,ChrisNoth SexandtheCity2 ,root ChrisNoth SexandtheCity2 
Chris Moss,Beerfest ,6.3,33000,19179969,0,ChrisMoss Beerfest ,root ChrisMoss Beerfest 
Chris Marquette,The Girl Next Door ,6.8,355,14589444,0,ChrisMarquette TheGirlNextDoor ,root ChrisMarquette TheGirlNextDoor 
Chris Klein,Street Fighter: The Legend of Chun-Li ,3.7,841,8742261,0,ChrisKlein StreetFighter:TheLegendofChun-Li ,root ChrisKlein StreetFighter:TheLegendofChun-Li 
Chris Hemsworth,Vacation ,6.1,26000,58879132,28000,ChrisHemsworth Vacation ,root ChrisHemsworth Vacation 
Chris Hemsworth,Thor: The Dark World ,7.1,26000,206360018,63000,ChrisHemsworth Thor:TheDarkWorld ,root ChrisHemsworth Thor:TheDarkWorld 
Chris Hemsworth,Thor ,7,26000,181015141,63000,ChrisHemsworth Thor ,root ChrisHemsworth Thor 
Chris Hemsworth,The Huntsman: Winter's War ,6.1,26000,47952020,16000,ChrisHemsworth TheHuntsman:Winter'sWar ,root ChrisHemsworth TheHuntsman:Winter'sWar 
Chris Hemsworth,The Cabin in the Woods ,7,26000,42043633,66000,ChrisHemsworth TheCabinintheWoods ,root ChrisHemsworth TheCabinintheWoods 
Chris Hemsworth,The Avengers ,8.1,52000,1246559094,246000,ChrisHemsworth TheAvengers ,root ChrisHemsworth TheAvengers 
Chris Hemsworth,Star Trek ,8,26000,257704099,19000,ChrisHemsworth StarTrek ,root ChrisHemsworth StarTrek 
Chris Hemsworth,Snow White and the Huntsman ,6.1,26000,155111815,53000,ChrisHemsworth SnowWhiteandtheHuntsman ,root ChrisHemsworth SnowWhiteandtheHuntsman 
Chris Hemsworth,Rush ,8.1,26000,26903709,83000,ChrisHemsworth Rush ,root ChrisHemsworth Rush 
Chris Hemsworth,In the Heart of the Sea ,7,26000,24985612,27000,ChrisHemsworth IntheHeartoftheSea ,root ChrisHemsworth IntheHeartoftheSea 
Chris Hemsworth,Ca$h ,6,26000,46451,694,ChrisHemsworth Ca$h ,root ChrisHemsworth Ca$h 
Chris Hemsworth,Blackhat ,5.4,26000,7097125,11000,ChrisHemsworth Blackhat ,root ChrisHemsworth Blackhat 
Chris Hemsworth,Avengers: Age of Ultron ,7.5,26000,458991599,118000,ChrisHemsworth Avengers:AgeofUltron ,root ChrisHemsworth Avengers:AgeofUltron 
Chris Hemsworth,A Perfect Getaway ,6.5,26000,15483540,4000,ChrisHemsworth APerfectGetaway ,root ChrisHemsworth APerfectGetaway 
Chris Gauthier,Beyond the Black Rainbow ,6.1,434,56129,0,ChrisGauthier BeyondtheBlackRainbow ,root ChrisGauthier BeyondtheBlackRainbow 
Chris Evans,What's Your Number? ,6,11000,13987482,0,ChrisEvans What'sYourNumber? ,root ChrisEvans What'sYourNumber? 
Chris Evans,TMNT ,6.3,11000,54132596,0,ChrisEvans TMNT ,root ChrisEvans TMNT 
Chris Evans,The Losers ,6.4,11000,23527955,0,ChrisEvans TheLosers ,root ChrisEvans TheLosers 
Chris Evans,The Iceman ,6.9,11000,1939441,20000,ChrisEvans TheIceman ,root ChrisEvans TheIceman 
Chris Evans,Sunshine ,7.3,11000,3675072,15000,ChrisEvans Sunshine ,root ChrisEvans Sunshine 
Chris Evans,Snowpiercer ,7,11000,4563029,58000,ChrisEvans Snowpiercer ,root ChrisEvans Snowpiercer 
Chris Evans,Not Another Teen Movie ,5.7,11000,37882551,0,ChrisEvans NotAnotherTeenMovie ,root ChrisEvans NotAnotherTeenMovie 
Chris Evans,Fantastic 4: Rise of the Silver Surfer ,5.6,11000,131920333,0,ChrisEvans Fantastic4:RiseoftheSilverSurfer ,root ChrisEvans Fantastic4:RiseoftheSilverSurfer 
Chris Evans,Captain America: The First Avenger ,6.9,11000,176636816,46000,ChrisEvans CaptainAmerica:TheFirstAvenger ,root ChrisEvans CaptainAmerica:TheFirstAvenger 
Chris Elliott,Snow Day ,4.9,571,60008303,0,ChrisElliott SnowDay ,root ChrisElliott SnowDay 
Chris Eigeman,Metropolitan ,7.5,88,2938208,865,ChrisEigeman Metropolitan ,root ChrisEigeman Metropolitan 
Chris Brown,Think Like a Man ,6.6,997,91547205,0,ChrisBrown ThinkLikeaMan ,root ChrisBrown ThinkLikeaMan 
Chris Brown,Stomp the Yard ,5.2,997,61356221,0,ChrisBrown StomptheYard ,root ChrisBrown StomptheYard 
Chris Brown,Battle of the Year ,5,997,8888355,0,ChrisBrown BattleoftheYear ,root ChrisBrown BattleoftheYear 
Chloë Grace Moretz,The Eye ,5.4,17000,31397498,0,ChloëGraceMoretz TheEye ,root ChloëGraceMoretz TheEye 
Chloë Grace Moretz,The 5th Wave ,5.2,17000,34912982,14000,ChloëGraceMoretz The5thWave ,root ChloëGraceMoretz The5thWave 
Chloë Grace Moretz,Neighbors 2: Sorority Rising ,6,17000,55291815,0,ChloëGraceMoretz Neighbors2:SororityRising ,root ChloëGraceMoretz Neighbors2:SororityRising 
Chloë Grace Moretz,Let Me In ,7.2,17000,12134420,25000,ChloëGraceMoretz LetMeIn ,root ChloëGraceMoretz LetMeIn 
Chloë Grace Moretz,Kick-Ass 2 ,6.6,17000,28751715,36000,ChloëGraceMoretz Kick-Ass2 ,root ChloëGraceMoretz Kick-Ass2 
Chloë Grace Moretz,If I Stay ,6.8,17000,50461335,15000,ChloëGraceMoretz IfIStay ,root ChloëGraceMoretz IfIStay 
Chloë Grace Moretz,Hugo ,7.5,17000,73820094,42000,ChloëGraceMoretz Hugo ,root ChloëGraceMoretz Hugo 
Chloë Grace Moretz,Diary of a Wimpy Kid ,6.2,17000,64001297,0,ChloëGraceMoretz DiaryofaWimpyKid ,root ChloëGraceMoretz DiaryofaWimpyKid 
Chloë Grace Moretz,Carrie ,5.9,34000,70533238,78000,ChloëGraceMoretz Carrie ,root ChloëGraceMoretz Carrie 
Chloë Grace Moretz,Bolt ,6.9,17000,114053579,0,ChloëGraceMoretz Bolt ,root ChloëGraceMoretz Bolt 
Chloë Grace Moretz,Big Momma's House 2 ,4.6,17000,70163652,663,ChloëGraceMoretz BigMomma'sHouse2 ,root ChloëGraceMoretz BigMomma'sHouse2 
Cheryl Hines,Space Chimps ,4.5,541,30105968,279,CherylHines SpaceChimps ,root CherylHines SpaceChimps 
Chen Chang,"Crouching Tiger, Hidden Dragon ",7.9,103,128067808,0,"ChenChang CrouchingTiger,HiddenDragon ","root ChenChang CrouchingTiger,HiddenDragon "
Chemeeka Walker,Super Size Me ,7.3,0,11529368,0,ChemeekaWalker SuperSizeMe ,root ChemeekaWalker SuperSizeMe 
Chelcie Ross,Novocaine ,5.8,244,2025238,289,ChelcieRoss Novocaine ,root ChelcieRoss Novocaine 
Chelan Simmons,Final Destination 3 ,5.8,440,54098051,0,ChelanSimmons FinalDestination3 ,root ChelanSimmons FinalDestination3 
Cheech Marin,Underclassman ,4.1,843,5654777,206,CheechMarin Underclassman ,root CheechMarin Underclassman 
Cheech Marin,Luminarias ,3.6,844,428535,24,CheechMarin Luminarias ,root CheechMarin Luminarias 
Chazz Palminteri,The Oogieloves in the Big Balloon Adventure ,6.7,979,1064277,831,ChazzPalminteri TheOogielovesintheBigBalloonAdventure ,root ChazzPalminteri TheOogielovesintheBigBalloonAdventure 
Chazz Palminteri,Stuart Little ,5.9,979,140015224,0,ChazzPalminteri StuartLittle ,root ChazzPalminteri StuartLittle 
Chazz Palminteri,Poolhall Junkies ,7,979,562059,872,ChazzPalminteri PoolhallJunkies ,root ChazzPalminteri PoolhallJunkies 
Chazz Palminteri,Littleman ,4.3,979,58255287,0,ChazzPalminteri Littleman ,root ChazzPalminteri Littleman 
Chazz Palminteri,Faithful ,5.9,979,2104000,69,ChazzPalminteri Faithful ,root ChazzPalminteri Faithful 
Chazz Palminteri,Down to Earth ,5.4,979,64172251,602,ChazzPalminteri DowntoEarth ,root ChazzPalminteri DowntoEarth 
Chase Ellison,End of the Spear ,7,772,11703287,1000,ChaseEllison EndoftheSpear ,root ChaseEllison EndoftheSpear 
Charlyne Yi,This Is 40 ,6.2,529,67523385,18000,CharlyneYi ThisIs40 ,root CharlyneYi ThisIs40 
Charlotte Rampling,The Verdict ,7.8,844,54000000,0,CharlotteRampling TheVerdict ,root CharlotteRampling TheVerdict 
Charlotte Rampling,The Statement ,6.2,844,763044,188,CharlotteRampling TheStatement ,root CharlotteRampling TheStatement 
Charlotte Rampling,Swimming Pool ,6.8,844,10105505,0,CharlotteRampling SwimmingPool ,root CharlotteRampling SwimmingPool 
Charlotte Rampling,Dolphins and Whales 3D: Tribes of the Ocean ,6.5,844,7518876,28,CharlotteRampling DolphinsandWhales3D:TribesoftheOcean ,root CharlotteRampling DolphinsandWhales3D:TribesoftheOcean 
Charlotte Rampling,Basic Instinct 2 ,4.2,844,5851188,764,CharlotteRampling BasicInstinct2 ,root CharlotteRampling BasicInstinct2 
Charlotte Rampling,Aberdeen ,7.3,844,64148,260,CharlotteRampling Aberdeen ,root CharlotteRampling Aberdeen 
Charlize Theron,Young Adult ,6.3,9000,16300302,0,CharlizeTheron YoungAdult ,root CharlizeTheron YoungAdult 
Charlize Theron,The Yards ,6.4,9000,882710,401,CharlizeTheron TheYards ,root CharlizeTheron TheYards 
Charlize Theron,Reindeer Games ,5.7,9000,23360779,852,CharlizeTheron ReindeerGames ,root CharlizeTheron ReindeerGames 
Charlize Theron,Monster ,7.3,9000,34468224,0,CharlizeTheron Monster ,root CharlizeTheron Monster 
Charlize Theron,Mighty Joe Young ,5.6,9000,50628009,0,CharlizeTheron MightyJoeYoung ,root CharlizeTheron MightyJoeYoung 
Charlize Theron,Æon Flux ,5.5,9000,25857987,0,CharlizeTheron ÆonFlux ,root CharlizeTheron ÆonFlux 
Charlie Rowe,Walking with Dinosaurs 3D ,5.2,882,36073232,0,CharlieRowe WalkingwithDinosaurs3D ,root CharlieRowe WalkingwithDinosaurs3D 
Charlie McDermott,Hot Tub Time Machine ,6.4,496,50213619,12000,CharlieMcDermott HotTubTimeMachine ,root CharlieMcDermott HotTubTimeMachine 
Charlie McDermott,Frozen River ,7.2,496,2508841,0,CharlieMcDermott FrozenRiver ,root CharlieMcDermott FrozenRiver 
Charlie Korsmo,Dick Tracy ,6.1,678,103738726,2000,CharlieKorsmo DickTracy ,root CharlieKorsmo DickTracy 
Charlie Hunnam,Pacific Rim ,7,16000,101785482,83000,CharlieHunnam PacificRim ,root CharlieHunnam PacificRim 
Charlie Hunnam,Nicholas Nickleby ,7.2,16000,1309849,0,CharlieHunnam NicholasNickleby ,root CharlieHunnam NicholasNickleby 
Charlie Hunnam,Deadfall ,6.3,16000,65804,0,CharlieHunnam Deadfall ,root CharlieHunnam Deadfall 
Charlie Hunnam,Children of Men ,7.9,16000,35286428,17000,CharlieHunnam ChildrenofMen ,root CharlieHunnam ChildrenofMen 
Charlie Hunnam,Abandon ,4.9,16000,10719367,261,CharlieHunnam Abandon ,root CharlieHunnam Abandon 
Charles S. Dutton,Alien 3 ,6.4,534,55473600,0,CharlesS.Dutton Alien3 ,root CharlesS.Dutton Alien3 
Charles Napier,Steel ,2.8,503,1686429,0,CharlesNapier Steel ,root CharlesNapier Steel 
Charles Napier,Beyond the Valley of the Dolls ,6.2,503,9000000,0,CharlesNapier BeyondtheValleyoftheDolls ,root CharlesNapier BeyondtheValleyoftheDolls 
Charis Michelsen,I Married a Strange Person! ,7,5,203134,178,CharisMichelsen IMarriedaStrangePerson! ,root CharisMichelsen IMarriedaStrangePerson! 
Channing Tatum,White House Down ,6.4,17000,73103784,33000,ChanningTatum WhiteHouseDown ,root ChanningTatum WhiteHouseDown 
Channing Tatum,This Is the End ,6.7,17000,101470202,97000,ChanningTatum ThisIstheEnd ,root ChanningTatum ThisIstheEnd 
Channing Tatum,The Vow ,6.8,17000,125014030,32000,ChanningTatum TheVow ,root ChanningTatum TheVow 
Channing Tatum,The Son of No One ,5.1,17000,28870,0,ChanningTatum TheSonofNoOne ,root ChanningTatum TheSonofNoOne 
Channing Tatum,The Dilemma ,5.3,17000,48430355,0,ChanningTatum TheDilemma ,root ChanningTatum TheDilemma 
Channing Tatum,The Book of Life ,7.3,17000,50150619,18000,ChanningTatum TheBookofLife ,root ChanningTatum TheBookofLife 
Channing Tatum,Supercross ,4,17000,3101301,353,ChanningTatum Supercross ,root ChanningTatum Supercross 
Channing Tatum,Step Up ,6.5,17000,65269010,0,ChanningTatum StepUp ,root ChanningTatum StepUp 
Channing Tatum,Side Effects ,7.1,34000,64308820,58000,ChanningTatum SideEffects ,root ChanningTatum SideEffects 
Channing Tatum,She's the Man ,6.4,17000,33687630,0,ChanningTatum She'stheMan ,root ChanningTatum She'stheMan 
Channing Tatum,Magic Mike ,6.1,17000,113709992,54000,ChanningTatum MagicMike ,root ChanningTatum MagicMike 
Channing Tatum,Jupiter Ascending ,5.4,17000,47375327,44000,ChanningTatum JupiterAscending ,root ChanningTatum JupiterAscending 
Channing Tatum,Haywire ,5.8,17000,18934858,0,ChanningTatum Haywire ,root ChanningTatum Haywire 
Channing Tatum,G.I. Joe: Retaliation ,5.8,17000,122512052,42000,ChanningTatum G.I.Joe:Retaliation ,root ChanningTatum G.I.Joe:Retaliation 
Channing Tatum,Dear John ,6.3,17000,80014842,14000,ChanningTatum DearJohn ,root ChanningTatum DearJohn 
Channing Tatum,Coach Carter ,7.2,17000,67253092,0,ChanningTatum CoachCarter ,root ChanningTatum CoachCarter 
Channing Tatum,22 Jump Street ,7.1,17000,191616238,24000,ChanningTatum 22JumpStreet ,root ChanningTatum 22JumpStreet 
Channing Tatum,21 Jump Street ,7.2,17000,138447667,39000,ChanningTatum 21JumpStreet ,root ChanningTatum 21JumpStreet 
Cem Yilmaz,The Water Diviner ,7.1,523,4190530,18000,CemYilmaz TheWaterDiviner ,root CemYilmaz TheWaterDiviner 
Celia Imrie,Imagine Me & You ,6.9,186,671240,0,CeliaImrie ImagineMe&You ,root CeliaImrie ImagineMe&You 
Cedric the Entertainer,Intolerable Cruelty ,6.3,436,35096190,0,CedrictheEntertainer IntolerableCruelty ,root CedrictheEntertainer IntolerableCruelty 
Cedric the Entertainer,Cadillac Records ,7,436,8134217,0,CedrictheEntertainer CadillacRecords ,root CedrictheEntertainer CadillacRecords 
Cécile De France,High Tension ,6.8,447,3645438,0,CécileDeFrance HighTension ,root CécileDeFrance HighTension 
CCH Pounder,Tales from the Crypt: Demon Knight ,6.7,1000,21088568,0,CCHPounder TalesfromtheCrypt:DemonKnight ,root CCHPounder TalesfromtheCrypt:DemonKnight 
CCH Pounder,RoboCop 3 ,3.9,1000,10696210,716,CCHPounder RoboCop3 ,root CCHPounder RoboCop3 
CCH Pounder,End of Days ,5.7,1000,66862068,2000,CCHPounder EndofDays ,root CCHPounder EndofDays 
CCH Pounder,Avatar ,7.9,1000,760505847,33000,CCHPounder Avatar ,root CCHPounder Avatar 
Catriona MacColl,The Beyond ,6.9,48,126387,2000,CatrionaMacColl TheBeyond ,root CatrionaMacColl TheBeyond 
Catherine O'Hara,Where the Wild Things Are ,6.8,925,77222184,11000,CatherineO'Hara WheretheWildThingsAre ,root CatherineO'Hara WheretheWildThingsAre 
Catherine O'Hara,Waiting for Guffman ,7.6,925,2892582,0,CatherineO'Hara WaitingforGuffman ,root CatherineO'Hara WaitingforGuffman 
Catherine O'Hara,Home Fries ,5,925,10443316,247,CatherineO'Hara HomeFries ,root CatherineO'Hara HomeFries 
Catherine O'Hara,Chicken Little ,5.8,925,135381507,912,CatherineO'Hara ChickenLittle ,root CatherineO'Hara ChickenLittle 
Catherine O'Hara,Beetlejuice ,7.5,925,73326666,15000,CatherineO'Hara Beetlejuice ,root CatherineO'Hara Beetlejuice 
Catherine O'Hara,Away We Go ,7.1,925,9430988,7000,CatherineO'Hara AwayWeGo ,root CatherineO'Hara AwayWeGo 
Catherine Lough Haggquist,Alone in the Dark ,2.3,310,5132655,1000,CatherineLoughHaggquist AloneintheDark ,root CatherineLoughHaggquist AloneintheDark 
Catherine Hicks,Child's Play ,6.5,311,33244684,0,CatherineHicks Child'sPlay ,root CatherineHicks Child'sPlay 
Catherine Dyer,The Blind Side ,7.7,768,255950375,38000,CatherineDyer TheBlindSide ,root CatherineDyer TheBlindSide 
Catherine Deneuve,The Musketeer ,4.7,964,27053815,299,CatherineDeneuve TheMusketeer ,root CatherineDeneuve TheMusketeer 
Catherine Deneuve,The Girl on the Train ,6,963,2874,120,CatherineDeneuve TheGirlontheTrain ,root CatherineDeneuve TheGirlontheTrain 
Catherine Deneuve,Persepolis ,8,963,4443403,14000,CatherineDeneuve Persepolis ,root CatherineDeneuve Persepolis 
Catherine Deneuve,Mississippi Mermaid ,7.2,963,26893,278,CatherineDeneuve MississippiMermaid ,root CatherineDeneuve MississippiMermaid 
Catherine Deneuve,March or Die ,6.3,963,1000000,122,CatherineDeneuve MarchorDie ,root CatherineDeneuve MarchorDie 
Catherine Deneuve,Dancer in the Dark ,8,963,4157491,0,CatherineDeneuve DancerintheDark ,root CatherineDeneuve DancerintheDark 
Catherine Deneuve,8 Women ,7.1,963,3076425,0,CatherineDeneuve 8Women ,root CatherineDeneuve 8Women 
Catalina Sandino Moreno,Maria Full of Grace ,7.5,280,6517198,0,CatalinaSandinoMoreno MariaFullofGrace ,root CatalinaSandinoMoreno MariaFullofGrace 
Cassie Ventura,Step Up 2: The Streets ,6.2,158,58006147,0,CassieVentura StepUp2:TheStreets ,root CassieVentura StepUp2:TheStreets 
Cary-Hiroyuki Tagawa,The Phantom ,4.9,1000,17300889,0,Cary-HiroyukiTagawa ThePhantom ,root Cary-HiroyukiTagawa ThePhantom 
Cary-Hiroyuki Tagawa,The Last Emperor ,7.8,1000,43984230,0,Cary-HiroyukiTagawa TheLastEmperor ,root Cary-HiroyukiTagawa TheLastEmperor 
Cary-Hiroyuki Tagawa,Showdown in Little Tokyo ,6,1000,2275557,0,Cary-HiroyukiTagawa ShowdowninLittleTokyo ,root Cary-HiroyukiTagawa ShowdowninLittleTokyo 
Cary-Hiroyuki Tagawa,Planet of the Apes ,5.7,2000,360023480,0,Cary-HiroyukiTagawa PlanetoftheApes ,root Cary-HiroyukiTagawa PlanetoftheApes 
Caroline Munro,The Spy Who Loved Me ,7.1,456,46800000,0,CarolineMunro TheSpyWhoLovedMe ,root CarolineMunro TheSpyWhoLovedMe 
Caroline Dhavernas,The Switch ,6.1,544,27758465,0,CarolineDhavernas TheSwitch ,root CarolineDhavernas TheSwitch 
Carole Bouquet,Wasabi ,6.6,235,81525,0,CaroleBouquet Wasabi ,root CaroleBouquet Wasabi 
Carol Kane,Ishtar ,4.2,636,14375181,754,CarolKane Ishtar ,root CarolKane Ishtar 
Carol Block,51 Birch Street ,7.5,0,84689,70,CarolBlock 51BirchStreet ,root CarolBlock 51BirchStreet 
Carol Ann Susi,Cats & Dogs ,5.2,3000,93375151,0,CarolAnnSusi Cats&Dogs ,root CarolAnnSusi Cats&Dogs 
Carmen Perez,He's Just Not That Into You ,6.4,97,93952276,12000,CarmenPerez He'sJustNotThatIntoYou ,root CarmenPerez He'sJustNotThatIntoYou 
Carmen Maura,Volver ,7.6,148,12899702,0,CarmenMaura Volver ,root CarmenMaura Volver 
Carmen Electra,My Boss's Daughter ,4.6,869,15549702,411,CarmenElectra MyBoss'sDaughter ,root CarmenElectra MyBoss'sDaughter 
Carmen Electra,Meet the Spartans ,2.7,869,38232624,0,CarmenElectra MeettheSpartans ,root CarmenElectra MeettheSpartans 
Carmen Electra,Disaster Movie ,1.9,869,14174654,0,CarmenElectra DisasterMovie ,root CarmenElectra DisasterMovie 
Carlos Ponce,Deuce Bigalow: European Gigolo ,4.6,591,22264487,887,CarlosPonce DeuceBigalow:EuropeanGigolo ,root CarlosPonce DeuceBigalow:EuropeanGigolo 
Carlos Ponce,Chasing Papi ,4.8,591,6126237,419,CarlosPonce ChasingPapi ,root CarlosPonce ChasingPapi 
Carlos Gallardo,El Mariachi ,6.9,121,2040920,0,CarlosGallardo ElMariachi ,root CarlosGallardo ElMariachi 
Candice Bergen,Miss Congeniality ,6.2,545,106807667,0,CandiceBergen MissCongeniality ,root CandiceBergen MissCongeniality 
Campbell Scott,Saint Ralph ,7.6,393,795126,989,CampbellScott SaintRalph ,root CampbellScott SaintRalph 
Campbell Scott,No End in Sight ,8.3,393,1430185,0,CampbellScott NoEndinSight ,root CampbellScott NoEndinSight 
Cameron Monaghan,Prom ,5.4,1000,10106233,0,CameronMonaghan Prom ,root CameronMonaghan Prom 
Cameron Bright,Birth ,6.1,829,5005883,0,CameronBright Birth ,root CameronBright Birth 
Callum Rennie,The Young and Prodigious T.S. Spivet ,7.1,716,99462,5000,CallumRennie TheYoungandProdigiousT.S.Spivet ,root CallumRennie TheYoungandProdigiousT.S.Spivet 
Callum Rennie,Memento ,8.5,716,25530884,40000,CallumRennie Memento ,root CallumRennie Memento 
Callum Rennie,Code Name: The Cleaner ,4.5,716,8104069,233,CallumRennie CodeName:TheCleaner ,root CallumRennie CodeName:TheCleaner 
Callie Thorne,Whipped ,4.4,472,4142507,131,CallieThorne Whipped ,root CallieThorne Whipped 
Caleb Landry Jones,The Last Exorcism ,5.6,463,40990055,0,CalebLandryJones TheLastExorcism ,root CalebLandryJones TheLastExorcism 
Caitlin Stasey,"I, Frankenstein ",5.1,623,19059018,15000,"CaitlinStasey I,Frankenstein ","root CaitlinStasey I,Frankenstein "
Byron Mann,The Corruptor ,6,258,15156200,328,ByronMann TheCorruptor ,root ByronMann TheCorruptor 
Busy Philipps,White Chicks ,5.4,1000,69148997,0,BusyPhilipps WhiteChicks ,root BusyPhilipps WhiteChicks 
Busy Philipps,The Gift ,7.1,2000,87542582,30000,BusyPhilipps TheGift ,root BusyPhilipps TheGift 
Busy Philipps,Made of Honor ,5.8,1000,46012734,3000,BusyPhilipps MadeofHonor ,root BusyPhilipps MadeofHonor 
Burt Young,Excessive Force ,5.1,683,1200000,107,BurtYoung ExcessiveForce ,root BurtYoung ExcessiveForce 
Bunta Sugawara,Spirited Away ,8.6,17,10049886,28000,BuntaSugawara SpiritedAway ,root BuntaSugawara SpiritedAway 
Bryce Dallas Howard,The Village ,6.5,3000,114195633,0,BryceDallasHoward TheVillage ,root BryceDallasHoward TheVillage 
Bryce Dallas Howard,Manderlay ,7.4,3000,74205,1000,BryceDallasHoward Manderlay ,root BryceDallasHoward Manderlay 
Bryce Dallas Howard,Lady in the Water ,5.6,3000,42272747,0,BryceDallasHoward LadyintheWater ,root BryceDallasHoward LadyintheWater 
Bryce Dallas Howard,Jurassic World ,7,3000,652177271,150000,BryceDallasHoward JurassicWorld ,root BryceDallasHoward JurassicWorld 
Bryce Dallas Howard,Good Dick ,6.5,3000,15542,0,BryceDallasHoward GoodDick ,root BryceDallasHoward GoodDick 
Bruno Kirby,When Harry Met Sally... ,7.6,227,92823600,0,BrunoKirby WhenHarryMetSally... ,root BrunoKirby WhenHarryMetSally... 
Bruce Willis,The Whole Ten Yards ,5.5,13000,16323969,462,BruceWillis TheWholeTenYards ,root BruceWillis TheWholeTenYards 
Bruce Willis,The Whole Nine Yards ,6.7,13000,57262492,0,BruceWillis TheWholeNineYards ,root BruceWillis TheWholeNineYards 
Bruce Willis,The Story of Us ,5.9,13000,27067160,0,BruceWillis TheStoryofUs ,root BruceWillis TheStoryofUs 
Bruce Willis,The Sixth Sense ,8.1,13000,293501675,14000,BruceWillis TheSixthSense ,root BruceWillis TheSixthSense 
Bruce Willis,The Kid ,6.1,13000,69688384,0,BruceWillis TheKid ,root BruceWillis TheKid 
Bruce Willis,Tears of the Sun ,6.6,13000,43426961,0,BruceWillis TearsoftheSun ,root BruceWillis TearsoftheSun 
Bruce Willis,Surrogates ,6.3,13000,38542418,0,BruceWillis Surrogates ,root BruceWillis Surrogates 
Bruce Willis,RED 2 ,6.7,13000,53215979,22000,BruceWillis RED2 ,root BruceWillis RED2 
Bruce Willis,RED ,7.1,13000,90356857,32000,BruceWillis RED ,root BruceWillis RED 
Bruce Willis,Pulp Fiction ,8.9,13000,107930000,45000,BruceWillis PulpFiction ,root BruceWillis PulpFiction 
Bruce Willis,Over the Hedge ,6.8,13000,155019340,0,BruceWillis OvertheHedge ,root BruceWillis OvertheHedge 
Bruce Willis,Moonrise Kingdom ,7.8,13000,45507053,71000,BruceWillis MoonriseKingdom ,root BruceWillis MoonriseKingdom 
Bruce Willis,Mercury Rising ,6.1,26000,65881014,0,BruceWillis MercuryRising ,root BruceWillis MercuryRising 
Bruce Willis,Lucky Number Slevin ,7.8,26000,44988974,20000,BruceWillis LuckyNumberSlevin ,root BruceWillis LuckyNumberSlevin 
Bruce Willis,Live Free or Die Hard ,7.2,13000,134520804,0,BruceWillis LiveFreeorDieHard ,root BruceWillis LiveFreeorDieHard 
Bruce Willis,Hudson Hawk ,5.7,13000,17218080,0,BruceWillis HudsonHawk ,root BruceWillis HudsonHawk 
Bruce Willis,Hart's War ,6.3,13000,19076815,997,BruceWillis Hart'sWar ,root BruceWillis Hart'sWar 
